Article;Title;Unit;Count;Type;Price;GOST;Package;Characteristic
;Мука Сокольническая;;;Мука;32.50 руб.;; 1 кг;
;Мука высший сорт ;;;Мука;20 руб./кг;;50 кг;
;Мука пшеничная (1 сорт, высший сорт);;;Мука;;;;
;"Мука ""Макфа"" в/с ";;;Мука;278.20 руб.;;10 кг;
;Мука пшеничная высший сорт;;;Мука;от 13.20 до 14.50 руб./кг;;;
;Мука Высшего сорта;;;Мука;15.50 руб./кг;;;
;Мука пшеничная;;;Мука;;;;
;Мука пшеничная Гост высший сорт;;;Мука;;;5, 10. 50 кг;
;Мука хлебопекарная в/с (ГОСТ);;;Мука;14100;;;
;Мука хлебопекарная I/c (ГОСТ);;;Мука;13600;;;
;Мука хлебопекарная II/c (ГОСТ);;;Мука;13400;;;
;Мука хлебопекарная пшеничная обойная;;;Мука;14600;;;
;Мука ржаная сеяная;;;Мука;11900;;;
;Мука ржаная обдирная;;;Мука;10300;;;
;Мука хлебопекарная ржаная цельная;;;Мука;10300;;;
;Мука ржаная обойная;;;Мука;10300;;;
;Мука овсяная;;;Мука;17700;;;
;Мука пшеничная в/с ГОСТ;т;;Мука;14000р/т;;;кл.28,бел.58-61,ИДК-75-85
;Мука пшеничная ТУ;;;Мука;;;;кл.24-27,бел.42-58,ИДК-75-85
;Мука пшеничная 1-ый сорт ГОСТ;;;Мука;;;;кл.30,бел.42-48,ИДК-75-85
;Мука ржаная;;;Мука;;;;
;сеяная;;;Мука;;;;
;Мука 2-ой сорт ГОСТ;;;Мука;;;;кл.25,бел.15-20,ИДК 90
1;Сахар кусковой твердый прес. (1х0,4кг)х30;;;Сахар;28,8;;;
2;Сахар кусковой твердый прес. (1х0,8кг)х15;;;Сахар;48,2;;;
3;Сахар леденцовый белый Confer (1х0,15кг)х16;;;Сахар;54,2;;;
4;Сахар леденцовый коричневый Confer (1х0,15кг)х16;;;Сахар;62,1;;;
5;Сахар порционный ( 1х 5 г ) х 1500;;;Сахар;0,5;;;
6;Сахар рафинад («Ленсахар») 90 ( 1х0,5кг) х 40;;;Сахар;25,9;;;
7;Сахар рафинад , «Русский сахар» ( 1х0,5кг ) х 40;;;Сахар;28;;;
8;Сахар рафинад , «Русский сахар» ( 1х1кг ) х 20;;;Сахар;50,5;;;
9;Сахар рафинад , «Чайкофский» ( 1х0,5кг ) х 40;;;Сахар;30,2;;;
10;Сахар рафинад , «Чайкофский» ( 1х1кг ) х 20;;;Сахар;57;;;
11;Сахар рафинад , «Чайкофский», фигурн. ( 1х0,5кг ) х 12;;;Сахар;46,2;;;
12;Сахар-песок весовой (1 х 1кг) х 50;;;Сахар;46,5;;;
13;Сахар-песок тёмно-коричневый. п/пак ( 1х0,9кг ) х 10 «Брауни»;;;Сахар;98,9;;;
14;Сахар-песок фас. в п/пак. ( 1х1кг ) х 12 «Русский»;;;Сахар;53,8;;;
15;Сахар-песок фас. (Расф.)  в п/пак. ( 1х1кг ) х 21;;;Сахар;45;;;
16;Сахар-песок фас.б/пак ( 1х0,9кг ) х 10 «Чайкофский»;;;Сахар;45,4;;;
1;Соль «Помол 1» ( 1х1 кг) х 18;;;Соль;16,9;;;
2;Соль поваренная пищевая мелкая высший сорт (1 х 1кг) х 18;;;Соль;21,3;;;
3;Соль в солонке  (1х500 г) х 10;;;Соль;30,4;;;
4;Соль в солонке йод. ( 1х 500 г ) х 20;;;Соль;30,6;;;
5;Соль в солонке йод. ( 1х250 г ) х 21;;;Соль;27,2;;;
6;Соль поваренная пищевая мелкая йодированная высший сорт (1х1кг) х 18, «Салина»;;;Соль;21,8;;;
;разрыхлитель теста 10г Спецаромат;;;Разрыхлитель;1,03;;;
;разрыхлитель теста 12г Агроимпорт;;;Разрыхлитель;1,24;;;
;разрыхлитель теста 12г Премьер;;;Разрыхлитель;1,24;;;
;разрыхлитель теста 18г Цикория;;;Разрыхлитель;1,3;;;
;Обычное яйцо перепелиное;упак;;Яйца;45 руб/упаковка;;;
;Отборное яйцо перепелиное;упаковка;;Яйца;60 руб/упаковка;;;
;Яйцо второй категории  (45-55 гр.);;;Яйца;37-00;;;
;Яйцо первой категории (55-65  гр.);;;Яйца;42-00;;;
;Яйцо отборной категории (65-75 гр.);;;Яйца;44-00;;;
;Яйцо высшей категории (75-90 гр.);;;Яйца;50-00;;;
;"Масло ""Крестьянское"" весовое";кг;;Масло;;ГОСТ 37-91;;
;"Масло ""Крестьянское"" в кашированной фольге 170 гр.";шт;;Масло;;ГОСТ 37-91;;
;Масло шоколадное весовое;кг;;Масло;;ГОСТ 6822-67;;
;Масло шоколадное в кашированной фольге 200гр;шт;;Масло;;ГОСТ 6822-67;;
;"Спред ""Кубанский"" весовой";кг;;Спред;;ТУ 9148-003-49464 828-04;;
;"Спред ""Кубанский"" в фольге 170 гр.";шт;;Спред;;ТУ 9148-003-49464 828-04;;
;"Спред ""Кубанский"" 82,5% жирн. весовой.";кг;;Спред;;ТУ 9148-003-49464 828-04;;
;"Спред ""Кубанский"" 82,5% жирн. в фольге 170 гр.";шт;;Спред;;ТУ 9148-003-49464828-04;;
;"Молоко паст. ""Краснодарское"" 3.2 % жирн. во флягах";кг;;Молоко;;ТУ 9222-001-49464 828;;
;"Молоко паст. ""Краснодарское"" 2,5 % жирн. во флягах";л;;Молоко;;ТУ 9222-001-49464 828-04;;
;"Молоко пастер. ""Краснодарское"" 2,5% жирн. в пленке 1л";шт;;Молоко;;ТУ 9222-001-49464 828-04;;
;"Молоко пастер. ""Краснодарское"" 2,5% жирн. в пленке 0,5л";шт;;Молоко;;ТУ 9222-001-49464 828-04;;
;"Молоко пастер. ""Краснодарское"" 3,2% жирн. в пленке 1 л.";шт;;Молоко;;ТУ 9222-001-49464 828-04;;
;"Молоко пастер. ""Краснодарское"" 3,2% жирн. в пакетах Пюр-Пак 1 л";шт;;Молоко;;ТУ 9222-001-49464 828-04;;
;Молоко цельное отборное пастер. 3,5% жирн. Lean Рack 1л.;шт;;Молоко;;ТУ 9222-001-49464 828-04;;
;Кефир 2,5% жирн. в пленке 500 гр.;шт;;Кефир;;ТУ 9222-356-00419 785-04;;
;Кефир 2,5% жирн. в пленке 1000 гр.;шт;;Кефир;;ГОСТ Р 52093-2003;;
;Кефир 2,5% жирн. в пакетах Пюр-Пак 1000 гр.;шт;;Кефир;;ГОСТ Р 52093-2003;;
;Кефир 2,5% жирн. в пакетах Пюр-Пак 500 гр.;шт;;Кефир;;ГОСТ Р 52093-2003;;
;Кефир 2,5% жирн. в пакетах Пюр-Пак 200 гр.;шт;;Кефир;;ГОСТ Р 52093-2003;;
;Кефир 2,5% жирн. в пакетах Lean Рack 1000 гр.;шт;;Кефир;;ГОСТ Р 52093-2003;;
;Кефир 3,2% жирн. в пакетах Lean Рack 1000 гр.;шт;;Кефир;;ГОСТ Р 52093-2003;;
;Сливки 10% жирн. в пакетах Пюр-Пак 500 гр.;шт;;Сливки;;ГОСТ Р 52091-2003;;
;Сливки 20% жирн. во флягах;кг;;Сливки;;ГОСТ Р 52091-2003;;
;Сметана 15% жирн. вес.;кг;;Сметана;;ТУ 9222-355-00419 785-04;;
;Сметана 15% жирн. в полист. стаканчиках 240 гр.;шт;;Сметана;;ТУ-9222-355-00419 785-04;;
;Сметана 15% жирн. в полист. стаканчиках 470 гр.;шт;;Сметана;;ТУ-9222-355-00419 785-04;;
;Сметана 20% жирн. вес.;кг;;Сметана;;ТУ 9222-355-00419 785-04;;
;Сметана 20% жирн. в полистироловых стаканчиках 100 гр.;шт;;Сметана;;ТУ 10,02,02,789-89;;
;Сметана 20 % жирн. в полист. стак. 240гр.;шт;;Сметана;;ТУ-9222-355-00419 785-04;;
;Сметана 20% жирн. в полист. стаканчиках 240 гр. (герм. упак.);шт;;Сметана;;ТУ-9222-355-00419 785-04;;
;Сметана 20% жирн. в полист. стаканчиках 470 гр.;шт;;Сметана;;ТУ-9222-355-00419 785-04;;
;Сметана 20% жирн. в пленке 470 гр.;шт;;Сметана;;ТУ 9222-355-00419 785-04;;
;Сметана 20% жирн. в пленке 250 гр.;шт;;Сметана;;ТУ 9222-355-00419 785-04;;
;Сметана 20% жирн. ведро 900 гр;шт;;Сметана;;ТУ 9222-355-00419 785-04;;
;"""Сметанка из крынки"" 20% жирн. 240гр";шт;;Сметана;;ТУ 9222-355-00419 785-04;;
;"""Сметанка из крынки"" 20% жирн. в п/с 470гр";шт;;Сметана;;ТУ 9222-355-00419 785-04;;
;Сметанка из крынки 20% жирн. ведро 600гр;шт;;Сметана;;ТУ 9222-355-00419 785-04;;
;Сметанка из крынки 20% жирн. ведро 900г;шт;;Сметана;;ТУ 9222-355-00419 785-04;;
;"""Сметанка из крынки"" 20% жирн. вес.";кг;;Сметана;;ТУ 9222-355-00419 785-04;;
;"""Сметанка из крынки"" 20% жирн. термизир. п/с 240гр";шт;;Сметана;;ТУ 9222-355-00419 785-04;;
;"Масса твор.""Солнышко Кубани"" 23% жирн. сладкая с изюмом весовая";кг;;Масса творожная;;ТУ 9222-030-00439 888-03;;
;"Масса твор. ""Солнышко Кубани""23% жирн.сладкая с изюмом в фольге 100 гр";шт;;Масса творожная;;ТУ 9222-030-00439 888-03;;
;"Масса твор.""Солнышко Кубани"" 23% жирн.сладк.с курагой в фольге 100 гр";шт;;Масса творожная;;ТУ 9222-030-00439 888-03;;
;"Твор.масса ""Солнышко Кубани"" 23% жирн. с изюм. вес.";кг;;Масса творожная;;ТУ 9222-030-00439 888-05;;
;"Творог ""Гулькевичский"" нежирный вес.";кг;;Творог;;ТУ 9220-002-49464828-04;;
;"Творог ""Гулькевичский"" нежирный в перг. 250 гр.";шт;;Творог;;ТУ 9220-002-49464828-04;;
;Творог 5% жирн. весовой;кг;;Творог;;ТУ 9222-180-00419 785-99;;
;"Творог 5% жирн. ""Гулькевичский"" вес.";кг;;Творог;;ТУ 9220-002-49464 828-04;;
;"Творог 5% жирн. ""Гулькевичский"" в перг. 250 гр.";шт;;Творог;;ТУ 9220-002-49464 828-04;;
;"Творог 5% жирн. ""Гулькевичский"" в пленке 250 гр.";шт;;Творог;;ТУ 9220-002-49464 828-04;;
;"Творог 5% жирн. ""Гулькевичский"" брикет 250 гр.";шт;;Творог;;ТУ 9220-002-49464 828-04;;
;"Творог 5% жирн. ""Гулькевичский"" в барьерной пленке 500гр.";шт;;Творог;;ТУ 9220-002-49464 828-04;;
;"Творог 5% жирн. ""Гулькевичский"" барьерный пакет 5 кг";шт;;Творог;;ТУ 9220-002-49464 828-04;;
;Творог 9% жирн. вес.;кг;;Творог;;ТУ 9222-180-00419 785-99;;
;"Творог 9% жирн. ""Гулькевичский"" вес.";кг;;Творог;;ТУ РСФСР 21-152-89;;
;Творог 18% жирн. весовой;кг;;Творог;;ТУ 9222-180-00419 785-99;;
;Молоко цельное сгущенное с сахаром во флягах;кг;;Сгущенное молоко;;ГОСТ 2903-78;;
;Прод. сгущенный с сах. 8,5% жирн. вес.;шт;;Сгущенное молоко;;ТУ 9226-026-13870 642-05;;
;Прод. сгущенный с сах. 8,5% жирн. в п/с 200 гр.;шт;;Сгущенное молоко;;ТУ 9226-026-13870 642-05;;
;"Майонез ""Кубанский"" весовой";кг;;Майонез;;ГОСТ 30004.1-93;;
;"Майонез ""Кубанский"" в полист. стаканчиках 250 гр.";шт;;Майонез;;ГОСТ 30004.1-93;;
;"Майонез ""Кубанский"" ведро 1 кг";шт;;Майонез;;ГОСТ 30004.1-93;;
;Молоко сухое обезжиренное;кг;;Молоко;;ГОСТ 10970-87;;
;Молоко цельное сухое 25% жирности;кг;;Молоко;;ГОСТ 4495-87;;
;мед цветочный (луговое разнотравье);кг;;Мед;144;;;
;мед лесной;кг;;Мед;153;;;
;мед цветочно-гречишный;кг;;Мед;198;;;
;мед цветочно-липовый;кг;;Мед;360;;;
;мед  акации;кг;;Мед;396;;;
;крем-мед;кг;;Мед;153;;;
;мед с прополисом;кг;;Мед;216;;;
;мед с пергой;кг;;Мед;315;;;
;мед с пыльцой;кг;;Мед;315;;;
1;КАКАО-ПОРОШОК ДЛЯ ПРОМЫШЛЕННОЙ ПЕРЕРАБОТКИ ВЕЛЛА МОЛОТАЯ;;;Какао-порошок;;;МЕШОК 25кг ;
2;КАКАО-ПОРОШОК НАТУРАЛЬНЫЙ, ЖИРНОСТЬ 11.4%, pH 5.8;;;Какао-порошок;;;МЕШОК 25кг;
3;КАКАО-ПОРОШОК НАТУРАЛЬНЫЙ ГОСТ 108-76;;;Какао-порошок;;;МЕШОК 25кг;
4;KVB 0850 КАКАО-ПОРОШОК НАТУРАЛЬНЫЙ KVB / Cargill;;;Какао-порошок;;;МЕШОК 25кг;
5;KVB 8710 КАКАО-ПОРОШОК СЛАБО АЛКАЛИЗОВАННЫЙ KVB / Cargill;;;Какао-порошок;;;;
6;KVB 8965 КАКАО-ПОРОШОК АЛКАЛИЗОВАННЫЙ KVB / Cargill;;;Какао-порошок;;;;
7;"ESFIRA КАКАО-ПОРОШОК СИЛЬНО АЛКАЛИЗОВАННЫЙ pH 8,0 ""ЭСФИРА""";;;Какао-порошок;;;МЕШОК 25кг;
8;"JB 800 КАКАО-ПОРОШОК АЛКАЛИЗОВАННЫЙ ""JB COCOA""";;;Какао-порошок;;;МЕШОК 25кг;
00007643;Ароматизатор  Ананас 1001;кг.;;Ароматизаторыэ;;;;
00000012;Ароматизатор  Анис 1011;кг.;;Ароматизаторыэ;;;;
00002322;Ароматизатор Апельсин (Австрия);кг.;;Ароматизаторыэ;;;;
00001211;Ароматизатор Апельсин (РФ);кг.;;Ароматизаторыэ;;;;
00001776;Ароматизатор банан 1131;кг.;;Ароматизаторыэ;;;;
00001214;Ароматизатор Барбарис 1162;кг.;;Ароматизаторыэ;;;;
00007017;Ароматизатор Брусника 3902;кг.;;Ароматизаторыэ;;;;
00001215;Ароматизатор Ваниль 1141 (РФ);кг.;;Ароматизаторыэ;;;;
00002323;Ароматизатор Ваниль (Австрия);кг.;;Ароматизаторыэ;;;;
00001237;Ароматизатор Ванильно-сливочный 2401;кг.;;Ароматизаторыэ;;;;
00001517;Аароматизатор Виноград 9004;кг.;;Ароматизаторыэ;;;;
00001219;Ароматизатор Вишня 1152;кг.;;Ароматизаторыэ;;;;
00007299;Ароматизатор Горький миндаль (Австрия);кг.;;Ароматизаторыэ;;;;
00001217;Ароматизатор Горький миндаль 1181;кг.;;Ароматизаторыэ;;;;
00541;Ароматизатор Грецкий орех 1171;кг.;;Ароматизаторыэ;;;;
00001220;Ароматизатор Груша 1161;кг.;;Ароматизаторыэ;;;;
00003095;Ароматизатор Дыня 1103;кг.;;Ароматизаторыэ;;;;
00001221;Ароматизатор Дюшес 9015;кг.;;Ароматизаторыэ;;;;
00001222;Ароматизатор Зеленое яблоко 3403;кг.;;Ароматизаторыэ;;;;
00001778;Ароматизатор Земляника 1605;кг.;;Ароматизаторыэ;;;;
00001951;Ароматизатор Ирландский крем 7112;кг.;;Ароматизаторыэ;;;;
00798;Ароматизатор Какао 1301;кг.;;Ароматизаторыэ;;;;
00001780;Ароматизатор Карамель 2403;кг.;;Ароматизаторыэ;;;;
00001781;Ароматизатор Клубника 1603;кг.;;Ароматизаторыэ;;;;
00001223;Ароматизатор Клюква 7500;кг.;;Ароматизаторыэ;;;;
00001224;Ароматизатор Кокос 1701;кг.;;Ароматизаторыэ;;;;
00006143;Ароматизатор Коньяк 9000;кг.;;Ароматизаторыэ;;;;
00001782;Ароматизатор Кофе 1401;кг.;;Ароматизаторыэ;;;;
00009572;Ароматизатор Креветка МА/1 333;кг.;;Ароматизаторыэ;;;;
00003670;Ароматизатор Крем-брюле 7115;кг.;;Ароматизаторыэ;;;;
00001226;Ароматизатор Лесной орех 1991;кг.;;Ароматизаторыэ;;;;
00002324;Ароматизатор Лимон (Австрия);кг.;;Ароматизаторыэ;;;;
00001227;Ароматизатор Лимон (РФ) 1903;кг.;;Ароматизаторыэ;;;;
00000003;Ароматизатор Малина 2002;кг.;;Ароматизаторыэ;;;;
00002837;Ароматизатор Мандарин 2012;кг.;;Ароматизаторыэ;;;;
00001228;Ароматизатор Мед 2301;кг.;;Ароматизаторыэ;;;;
00001229;Ароматизатор Мята 7001;кг.;;Ароматизаторыэ;;;;
00001230;Ароматизатор Персик 7003;кг.;;Ароматизаторыэ;;;;
00001164;Ароматизатор Ром  (РФ) 2802;кг.;;Ароматизаторыэ;;;;
00008604;Ароматизатор Ром (Австрия);кг.;;Ароматизаторыэ;;;;
00001236;Ароматизатор Сгущеное молоко 3301;кг.;;Ароматизаторыэ;;;;
00001593;Ароматизатор Слива 9090;кг.;;Ароматизаторыэ;;;;
00009813;Ароматизатор Смородина 3001;кг.;;Ароматизаторыэ;;;;
00008399;Ароматизатор Творог 3208;кг.;;Ароматизаторыэ;;;;
00003096;Ароматизатор Топленое молоко 3309;кг.;;Ароматизаторыэ;;;;
00001297;Ароматизатор Фруктовое ассорти 3703;кг.;;Ароматизаторыэ;;;;
00003077;Ароматизатор Шоколад 1202;кг.;;Ароматизаторыэ;;;;
00009614;Ванилин (Ваниллар) 1410055;кг.;;Ванилин;;;;
00009806;Ванилин Vanilave;кг.;;Ванилин;;;;
00006568;Ванилин VL-607 ГОСТ фольга 0,5;кг.;;Ванилин;;;;
01918;Ванилин VN-007;кг.;;Ванилин;;;;
00008119;Ванилин VN-107 0,5;кг.;;Ванилин;;;;
00009441;Ванилин VN-307;кг.;;Ванилин;;;;
00007123;"Глазурь шоколад. ""Медовик"" логотип";шт.;;Глазурь;;;;
00008420;"Глазурь шоколадная ""Треугольник белый""";шт.;;Глазурь;;;;
00008621;"Глазурь шоколадная ""Треугольник темный""";шт.;;Глазурь;;;;
00002006;"Напиток шок. ""Голден Чок"" 1л";л;;Глазурь;;;;
00005823;Пралине фисташковое;кг.;;Глазурь;;;;
118;"Пралине хрустящее Крокант ""Лимонное безе"" (ведро)";кг.;;Глазурь;;;;
01758;Шоколад  Ariba Bianko Рani белый;кг.;;Глазурь;;;;
00007511;Шоколад Ariba Fondante Pani 57(36/38) по1кг;кг.;;Глазурь;;;;
00007189;"Шоколад темный ""Ariba Fondente Pani 36/38"" (красный)";кг.;;Глазурь;;;;
00007516;Шоколад Ariba Fondente Pani72 (38/40) по1 кг;кг.;;Глазурь;;;;
00007188;"Шоколад молочный ""Ariba Latte Pani 34/36"" (синий)";кг.;;Глазурь;;;;
00007552;"Шоколад  ""Белый Сargill белый 29% какао";кг.;;Глазурь;;;;
00007520;Шоколад Сargill молочный 34% какао;кг.;;Глазурь;;;;
00009064;Шоколад Сargill Темный 54% какао;кг.;;Глазурь;;;;
01966;Ганаш черный шоколад НАЧИНКА;кг.;;Шоколад;;;;
00007192;"Глазурь  ""Caravella Cover Cocoa""темная";кг.;;Шоколад;;;;
00007193;"Глазурь белая ""Caravella Cover White""";кг.;;Шоколад;;;;
00008409;Глазурь Кавер молоч.(паста) 5 кг;кг.;;Шоколад;;;;
01705;Глазурь конд. белая ГК-2Б Блиссо;кг.;;Шоколад;;;;
01781;Глазурь кондитерская Блиссо дропсы  01-13;кг.;;Шоколад;;;;
00009581;Глазурь кондитерская Блиссо дропсы  02-14;кг.;;Шоколад;;;;
0000001;Глазурь кондитерская Блиссо дропсы  03-14;кг.;;Шоколад;;;;
01695;Глазурь конд.темная 04-14  Блиссо;кг.;;Шоколад;;;;
00008585;Глазурь Мируар ваниль мягкая;кг.;;Шоколад;;;;
00007024;Глазурь палитра (желтый) лимон;кг.;;Шоколад;;;;
00006621;Глазурь палитра (зеленый) яблоко 4ZБС;кг.;;Шоколад;;;;
00003922;Глазурь палитра (красный) клубника 4КБС;кг.;;Шоколад;;;;
00008417;Глазурь палитра (синяя) голубика;кг.;;Шоколад;;;;
00002351;Глазурь помадка белая White N Glossy;кг.;;Шоколад;;;;
00006984;Глазурь помадная белая Fondant 7 кг 230000065;кг.;;Шоколад;;;;
0000103;Глазурь-Помадка Фондант коробка;кг.;;Шоколад;;;;
00004678;Глазурь проф Апельсиновая Аэлита;кг.;;Шоколад;;;;
954;Глазурь проф. Белая  1бс  (Аэлита);кг.;;Шоколад;;;;
00001735;Глазурь помадно-шоколадная Реди Айс;кг.;;Шоколад;;;;
00004676;"Глазурь Соломка ""апельсин""";кг.;;Шоколад;;;;
00006631;"Глазурь Соломка""белая""";кг.;;Шоколад;;;;
00005698;"Глазурь Соломка ""вишня""";кг.;;Шоколад;;;;
00005699;"Глазурь Соломка ""клубника""";кг.;;Шоколад;;;;
00003916;"Глазурь Соломка""лимон""";кг.;;Шоколад;;;;
00003918;"Глазурь Соломка""орех""";кг.;;Шоколад;;;;
00006630;"Глазурь Соломка""темная""";кг.;;Шоколад;;;;
00664;"Глазурь Соломка""яблоко""";кг.;;Шоколад;;;;
0000166;"Глазурь шоколадная ""Квадрат Белый"" 1кг";кг.;;Шоколад;;;;
0000229;"Глазурь шоколадная ""Кофейные зерна""";кг.;;Шоколад;;;;
00007284;"Глазурь шоколадная ""Наполеон"" логотип";шт.;;Шоколад;;;;
0000230;"Глазурь шоколадная ""Орех фундук""";кг.;;Шоколад;;;;
00007122;"Глазурь шоколад  ""Палочки мраморные 1,5кг";кг.;;Шоколад;;;;
0000231;"Глазурь шоколадная ""Сердечко красное"" , 6*1,5кг";кг.;;Шоколад;;;;
0000228;"Глазурь шоколадная ""Треугольник мраморный""";кг.;;Шоколад;;;;
00783;"Глазурь шоколадная ""Хлопья Малахит"" 10 кг";кг.;;Шоколад;;;;
00784;"Глазурь шоколадная ""Хлопья Мраморные"" 10 кг";кг.;;Шоколад;;;;
00785;"Глазурь шоколадная ""Хлопья Янтарь"" 10 кг";кг.;;Шоколад;;;;
00816;"Глазурь шоколадная ""Хлопья Яшма"" 1/10";кг.;;Шоколад;;;;
00003913;"Глазурь шоколадная ""Чизкейк"" логотип";шт.;;Шоколад;;;;
00006198;"Дрожжи ""Воронежские"" 0,5 кг";кг.;;Дрожжи;;;;
00009213;"Дрожжи ""Глорипан""";кг.;;Дрожжи;;;;
00001357;"Дрожжи ""ДСЛ"" Воронеж";кг.;;Дрожжи;;;;
00004202;"Дрожжи ""Пакмая"" 500г";кг.;;Дрожжи;;;;
00001207;"Дрожжи ""Фермипан коричневые""";кг.;;Дрожжи;;;;
00001181;"Дрожжи ""Фермипан красные""";кг.;;Дрожжи;;;;
00001266;"Дрожжи ""Фермипан Софт"" (2 в 1)";кг.;;Дрожжи;;;;
00001204;"Дрожжи ""Фермипан Супер"" 2 в 1";кг.;;Дрожжи;;;;
00002401;Загуститель Медея;кг.;;Загуститель;;;;
01658;Загуститель Микеланджело;кг.;;Загуститель;;;;
0000113;Загуститель Софт Биндерс;кг.;;Загуститель;;;;
00007340;Крахмал картофельный в/с. Россия;кг.;;Загуститель;;;;
00008071;Крахмал картофельный в/сДания;кг.;;Загуститель;;;;
00008107;Крахмал кукурузный;кг.;;Загуститель;;;;
00008834;Пектин цитрусовый;кг.;;Загуститель;;;;
00001623;"Кокосовая стружка ""Медиум""";кг.;;Кокосовая стружка;;;;
00001154;"Кокосовая стружка  ""Файн""";кг.;;Кокосовая стружка;;;;
00002509;"Вишни красн. ""Мараскино"" с палочкой 1,9кг";бан;;Консервированные фрукты;;;;
00001749;Вишня  коктейльн с вет красная ст.б 0,76л;бан;;Консервированные фрукты;;;;
00002010;Вишня засахарен красные ведро;кг.;;Консервированные фрукты;;;;
